"Company","Symbol","Link","exchange"
"Inverness Medical Innovations","IMA","https://ih.advfn.com/stock-market/NYSE/alere-inc-common-stock-IMA/","NYSE"
"Invesco Ltd","IVZ","https://ih.advfn.com/stock-market/NYSE/invesco-IVZ/","NYSE"
"Investment Technology","ITG","https://ih.advfn.com/stock-market/NYSE/investment-technology-ITG/","NYSE"
"Iowa Telecom","IWA","https://ih.advfn.com/stock-market/NYSE/iowa-telecom-IWA/","NYSE"
"Iron Mountain","IRM","https://ih.advfn.com/stock-market/NYSE/iron-mountain-inc-reit-IRM/","NYSE"
"Irwin Financial","IFC","https://ih.advfn.com/stock-market/NYSE/irwin-financial-IFC/","NYSE"
"Itc","ITC","https://ih.advfn.com/stock-market/NYSE/itc-ITC/","NYSE"
"Itt","ITT","https://ih.advfn.com/stock-market/NYSE/itt-ITT/","NYSE"
"Itw","ITW","https://ih.advfn.com/stock-market/NYSE/illinois-tool-works-ITW/","NYSE"
"Ivanhoe Mines","IVN","https://ih.advfn.com/stock-market/NYSE/ivanhoe-mines-IVN/","NYSE"
"J Crew Grp.","JCG","https://ih.advfn.com/stock-market/NYSE/j-crew-grp-JCG/","NYSE"
"Jabil","JBL","https://ih.advfn.com/stock-market/NYSE/jabil-JBL/","NYSE"
"Jackson Hewitt Tax","JTX","https://ih.advfn.com/stock-market/NYSE/jackson-hewitt-tax-JTX/","NYSE"
"Jacobs Engineering","JEC","https://ih.advfn.com/stock-market/NYSE/jacobs-engineering-JEC/","NYSE"
"Jaguar Mining","JAG","https://ih.advfn.com/stock-market/NYSE/jagged-peak-energy-JAG/","NYSE"
"James Hardie","JHX","https://ih.advfn.com/stock-market/NYSE/james-hardie-industries-JHX/","NYSE"
"Janus","JNS","https://ih.advfn.com/stock-market/NYSE/janus-JNS/","NYSE"
"Jarden","JAH","https://ih.advfn.com/stock-market/NYSE/jarden-JAH/","NYSE"
"Jc Penney","JCP","https://ih.advfn.com/stock-market/NYSE/j-c-penney-JCP/","NYSE"
"Jefferies","JEF","https://ih.advfn.com/stock-market/NYSE/jefferies-financial-JEF/","NYSE"
"Jer Trust","JRT","https://ih.advfn.com/stock-market/NYSE/jer-trust-JRT/","NYSE"
"Jmp Grp.","JMP","https://ih.advfn.com/stock-market/NYSE/jmp-JMP/","NYSE"
"Jo Ann Stores","JAS","https://ih.advfn.com/stock-market/NYSE/jo-ann-stores-JAS/","NYSE"
"John Bean Tech Corp","JBT","https://ih.advfn.com/stock-market/NYSE/john-bean-technologies-JBT/","NYSE"
"John Hancock Tax Adv","HTY","https://ih.advfn.com/stock-market/NYSE/john-hancock-tax-advanta-HTY/","NYSE"
"John Wiley Sons","JW.A","https://ih.advfn.com/stock-market/NYSE/john-wiley-and-sons-JW.A/","NYSE"
"John Wiley Sons","JW.B","https://ih.advfn.com/stock-market/NYSE/john-wiley-and-sons-JW.B/","NYSE"
"Johnson & Johnson","JNJ","https://ih.advfn.com/stock-market/NYSE/johnson-and-johnson-JNJ/","NYSE"
"Johnson Controls","JCI","https://ih.advfn.com/stock-market/NYSE/johnson-controls-JCI/","NYSE"
"Jones Apparel","JNY","https://ih.advfn.com/stock-market/NYSE/jones-apparel-JNY/","NYSE"
"Jones Lang Lasalle","JLL","https://ih.advfn.com/stock-market/NYSE/jones-lang-lasalle-JLL/","NYSE"
"Jp Morgan Chase","JPM","https://ih.advfn.com/stock-market/NYSE/jp-morgan-chase-JPM/","NYSE"
"K Sea","KSP","https://ih.advfn.com/stock-market/NYSE/k-sea-KSP/","NYSE"
"K V Pharma","KV.A","https://ih.advfn.com/stock-market/NYSE/k-v-pharma-KV.A/","NYSE"
"K V Pharma","KV.B","https://ih.advfn.com/stock-market/NYSE/k-v-pharma-KV.B/","NYSE"
"K12","LRN","https://ih.advfn.com/stock-market/NYSE/k12-LRN/","NYSE"
"Kadant","KAI","https://ih.advfn.com/stock-market/NYSE/kadant-KAI/","NYSE"
"Kansas City Southern","KSU","https://ih.advfn.com/stock-market/NYSE/kansas-city-southern-KSU/","NYSE"
"Kaydon","KDN","https://ih.advfn.com/stock-market/NYSE/kaydon-KDN/","NYSE"
"Kayne Anderson","KYN","https://ih.advfn.com/stock-market/NYSE/kayne-anderson-energy-in-KYN/","NYSE"
"Kayne Anderson Energy Development","KED","https://ih.advfn.com/stock-market/NYSE/kayne-anderson-energy-development-company-delisted-KED/","NYSE"
"Kb Home","KBH","https://ih.advfn.com/stock-market/NYSE/kb-home-KBH/","NYSE"
"Kbr","KBR","https://ih.advfn.com/stock-market/NYSE/kbr-KBR/","NYSE"
"Kbw","KBW","https://ih.advfn.com/stock-market/NYSE/kbw-KBW/","NYSE"
"Keithley","KEI","https://ih.advfn.com/stock-market/NYSE/keithley-KEI/","NYSE"
"Kellogg","K","https://ih.advfn.com/stock-market/NYSE/kellogg-K/","NYSE"
"Kennametal","KMT","https://ih.advfn.com/stock-market/NYSE/kennametal-KMT/","NYSE"
"Kenneth Cole Prod In","KCP","https://ih.advfn.com/stock-market/NYSE/kenneth-cole-prod-in-KCP/","NYSE"
"Key Energy Services","KEG","https://ih.advfn.com/stock-market/NYSE/key-energy-services-KEG/","NYSE"
"Keycorp","KEY","https://ih.advfn.com/stock-market/NYSE/keycorp-KEY/","NYSE"
"Khd Humboldt Wedag International","KHD","https://ih.advfn.com/stock-market/NYSE/khd-humboldt-wedag-international-ltd-KHD/","NYSE"
"Kilroy","KRC","https://ih.advfn.com/stock-market/NYSE/kilroy-realty-KRC/","NYSE"
"Kimberly Clark","KMB","https://ih.advfn.com/stock-market/NYSE/kimberly-clark-KMB/","NYSE"
"Kimco","KIM","https://ih.advfn.com/stock-market/NYSE/kimco-realty-KIM/","NYSE"
"Kindred Healthcare","KND","https://ih.advfn.com/stock-market/NYSE/kindred-healthcare-KND/","NYSE"
"Kinetic Concepts","KCI","https://ih.advfn.com/stock-market/NYSE/kinetic-concepts-KCI/","NYSE"
"King","KG","https://ih.advfn.com/stock-market/NYSE/king-KG/","NYSE"
"Kingsway","KFS","https://ih.advfn.com/stock-market/NYSE/kingsway-financial-servi-KFS/","NYSE"
"Kinross Gold","KGC","https://ih.advfn.com/stock-market/NYSE/kinross-gold-KGC/","NYSE"
"Kirby","KEX","https://ih.advfn.com/stock-market/NYSE/kirby-KEX/","NYSE"
"Kite","KRG","https://ih.advfn.com/stock-market/NYSE/kite-realty-KRG/","NYSE"
"Kkr Financial","KFN","https://ih.advfn.com/stock-market/NYSE/kkr-financial-KFN/","NYSE"
"Knight Transport","KNX","https://ih.advfn.com/stock-market/NYSE/knight-swift-transportat-KNX/","NYSE"
"Knoll","KNL","https://ih.advfn.com/stock-market/NYSE/knoll-KNL/","NYSE"
"Kohls","KSS","https://ih.advfn.com/stock-market/NYSE/kohls-KSS/","NYSE"
"Kookmin Bank","KB","https://ih.advfn.com/stock-market/NYSE/kb-financial-KB/","NYSE"
"Koppers","KOP","https://ih.advfn.com/stock-market/NYSE/koppers-KOP/","NYSE"
"Korea Electric","KEP","https://ih.advfn.com/stock-market/NYSE/korea-electric-power-KEP/","NYSE"
"Korn Ferry","KFY","https://ih.advfn.com/stock-market/NYSE/korn-ferry-KFY/","NYSE"
"Krispy Kreme Doughnuts","KKD","https://ih.advfn.com/stock-market/NYSE/krispy-kreme-doughnuts-KKD/","NYSE"
"Kroger","KR","https://ih.advfn.com/stock-market/NYSE/kroger-KR/","NYSE"
"Kronos Worldwide","KRO","https://ih.advfn.com/stock-market/NYSE/kronos-worldwide-KRO/","NYSE"
"Kt","KTC","https://ih.advfn.com/stock-market/NYSE/kt-KTC/","NYSE"
"L L E Royal Tr Ubi","LRT","https://ih.advfn.com/stock-market/NYSE/l-l-e-royal-tr-ubi-LRT/","NYSE"
"L-1 Identity Solutions (holding Company)","ID","https://ih.advfn.com/stock-market/NYSE/l-1-identity-solutions-holding-company-ID/","NYSE"
"L3 Comm","LLL","https://ih.advfn.com/stock-market/NYSE/l3-technologies-inc-LLL/","NYSE"
"La Z Boy","LZB","https://ih.advfn.com/stock-market/NYSE/la-z-boy-LZB/","NYSE"
"Lab Corp","LH","https://ih.advfn.com/stock-market/NYSE/laboratory-corporation-o-LH/","NYSE"
"Labranche","LAB","https://ih.advfn.com/stock-market/NYSE/labranche-LAB/","NYSE"
"Lan Airlines","LFL","https://ih.advfn.com/stock-market/NYSE/latam-airlines-group-s-a-LFL/","NYSE"
"Landaur","LDR","https://ih.advfn.com/stock-market/NYSE/landaur-LDR/","NYSE"
"Landrys Restaurants","LNY","https://ih.advfn.com/stock-market/NYSE/landrys-restaurants-LNY/","NYSE"
"Las Vegas Sands","LVS","https://ih.advfn.com/stock-market/NYSE/las-vegas-sands-LVS/","NYSE"
"Lasalle","LHO","https://ih.advfn.com/stock-market/NYSE/lasalle-LHO/","NYSE"
"Lazard","LAZ","https://ih.advfn.com/stock-market/NYSE/lazard-LAZ/","NYSE"
"Leapfrog","LF","https://ih.advfn.com/stock-market/NYSE/leapfrog-LF/","NYSE"
"Lear","LEA","https://ih.advfn.com/stock-market/NYSE/lear-LEA/","NYSE"
"Lee Enterprises","LEE","https://ih.advfn.com/stock-market/NYSE/lee-enterprises-LEE/","NYSE"
"Legg","LM","https://ih.advfn.com/stock-market/NYSE/legg-mason-LM/","NYSE"
"Legg Mason Inc.","LMI","https://ih.advfn.com/stock-market/NYSE/legg-mason-inc-LMI/","NYSE"
"Leggett Platt","LEG","https://ih.advfn.com/stock-market/NYSE/leggett-and-platt-LEG/","NYSE"
"Lehman Abs 7.375 S-c","CLH","https://ih.advfn.com/stock-market/NYSE/clean-harbors-CLH/","NYSE"
"Lehman Abs Boeing A1","JZL","https://ih.advfn.com/stock-market/NYSE/lehman-abs-boeing-a1-JZL/","NYSE"
"Lehman Abs Gm","CYP","https://ih.advfn.com/stock-market/NYSE/lehman-abs-gm-CYP/","NYSE"
"Lehman Abs Jpm Tr I","CGV","https://ih.advfn.com/stock-market/NYSE/lehman-abs-jpm-tr-i-CGV/","NYSE"
"Lehman Abs Keycp B","CCS","https://ih.advfn.com/stock-market/NYSE/century-communities-CCS/","NYSE"
"Lehman Abs Kraft","JZT","https://ih.advfn.com/stock-market/NYSE/lehman-abs-kraft-JZT/","NYSE"
"Lehman Abs Ryder 23","CVI","https://ih.advfn.com/stock-market/NYSE/cvr-energy-CVI/","NYSE"
"Lehman Abs South Cap","CCT","https://ih.advfn.com/stock-market/NYSE/corporate-cap-tr-inc-CCT/","NYSE"
"Lehman Abs Sprint A1","JZK","https://ih.advfn.com/stock-market/NYSE/lehman-abs-sprint-a1-JZK/","NYSE"
"Lehman Abs Wa Mut 22","CRH","https://ih.advfn.com/stock-market/NYSE/crh-CRH/","NYSE"
"Lender Processing","LPS","https://ih.advfn.com/stock-market/NYSE/lender-processing-services-lender-processing-services-LPS/","NYSE"
"Lennar","LEN.B","https://ih.advfn.com/stock-market/NYSE/lennar-LEN.B/","NYSE"
"Lennar","LEN","https://ih.advfn.com/stock-market/NYSE/lennar-LEN/","NYSE"
"Lennox","LII","https://ih.advfn.com/stock-market/NYSE/lennox-LII/","NYSE"
"Leucadia","LUK","https://ih.advfn.com/stock-market/NYSE/leucadia-LUK/","NYSE"
"Leveraged Index Return Notes Linked","RLO","https://ih.advfn.com/stock-market/NYSE/leveraged-index-return-notes-linked-to-the-russell-2000-index-RLO/","NYSE"
"Lexington","LXP","https://ih.advfn.com/stock-market/NYSE/lexington-realty-LXP/","NYSE"
"Lexmark","LXK","https://ih.advfn.com/stock-market/NYSE/lexmark-LXK/","NYSE"
"Lg Display Co Ltd","LPL","https://ih.advfn.com/stock-market/NYSE/lg-display-LPL/","NYSE"
"Life Sciences Research","LSR","https://ih.advfn.com/stock-market/NYSE/life-sciences-research-LSR/","NYSE"
"Life Time Fitness","LTM","https://ih.advfn.com/stock-market/NYSE/latam-airlines-LTM/","NYSE"
"Lilly Eli","LLY","https://ih.advfn.com/stock-market/NYSE/eli-lilly-LLY/","NYSE"
"Lin Tv","TVL","https://ih.advfn.com/stock-market/NYSE/lin-tv-TVL/","NYSE"
"Lincoln National","LNC","https://ih.advfn.com/stock-market/NYSE/lincoln-national-capital-LNC/","NYSE"
"Lindsay Manufacturing","LNN","https://ih.advfn.com/stock-market/NYSE/lindsay-LNN/","NYSE"
"Lions Gate Entertainment","LGF","https://ih.advfn.com/stock-market/NYSE/lions-gate-entertainment-LGF/","NYSE"
"Lithia Motors","LAD","https://ih.advfn.com/stock-market/NYSE/lithia-motors-LAD/","NYSE"
"Live Nation","LYV","https://ih.advfn.com/stock-market/NYSE/live-nation-entertainment-LYV/","NYSE"
"Liz Claiborne","LIZ","https://ih.advfn.com/stock-market/NYSE/liz-claiborne-LIZ/","NYSE"
"Lloyds Tsb","LYG","https://ih.advfn.com/stock-market/NYSE/lloyds-banking-LYG/","NYSE"
"Lockheed Martin","LMT","https://ih.advfn.com/stock-market/NYSE/lockheed-martin-LMT/","NYSE"
"Loews Corporation","L","https://ih.advfn.com/stock-market/NYSE/loews-L/","NYSE"
"Longtop Finl Tec Ads","LFT","https://ih.advfn.com/stock-market/NYSE/longtop-financial-technologies-limited-american-depositary-shares-LFT/","NYSE"
"Louisiana-pacific Corp.","LPX","https://ih.advfn.com/stock-market/NYSE/louisiana-pacific-LPX/","NYSE"
"Lowes Companies","LOW","https://ih.advfn.com/stock-market/NYSE/lowes-companies-LOW/","NYSE"
"Lsb Industries Inc.","LXU","https://ih.advfn.com/stock-market/NYSE/lsb-industries-LXU/","NYSE"
"Lsi","LSI","https://ih.advfn.com/stock-market/NYSE/life-storage-LSI/","NYSE"
"Ltc Properties","LTC","https://ih.advfn.com/stock-market/NYSE/ltc-properties-LTC/","NYSE"
"Lubrizol","LZ","https://ih.advfn.com/stock-market/NYSE/lubrizol-LZ/","NYSE"
"Luby S","LUB","https://ih.advfn.com/stock-market/NYSE/lubys-LUB/","NYSE"
"Lumber Liquidators","LL","https://ih.advfn.com/stock-market/NYSE/lumber-liquidators-LL/","NYSE"
"Luxottica","LUX","https://ih.advfn.com/stock-market/NYSE/luxottica-LUX/","NYSE"
"Lydall","LDL","https://ih.advfn.com/stock-market/NYSE/lydall-LDL/","NYSE"
"M & F","MFW","https://ih.advfn.com/stock-market/NYSE/m-f-MFW/","NYSE"
"M & T","MTB","https://ih.advfn.com/stock-market/NYSE/m-t-bank-MTB/","NYSE"
"M D C","MDC","https://ih.advfn.com/stock-market/NYSE/m-d-c-MDC/","NYSE"
"M F S Spec Val","MFV","https://ih.advfn.com/stock-market/NYSE/mfs-special-value-MFV/","NYSE"
"M G M Mirage","MGM","https://ih.advfn.com/stock-market/NYSE/mgm-resorts-MGM/","NYSE"
"M I Homes","MHO","https://ih.advfn.com/stock-market/NYSE/mi-homes-MHO/","NYSE"
"Mac Gray","TUC","https://ih.advfn.com/stock-market/NYSE/mac-gray-TUC/","NYSE"
"Macerich","MAC","https://ih.advfn.com/stock-market/NYSE/macerich-MAC/","NYSE"
"Mack Cali","CLI","https://ih.advfn.com/stock-market/NYSE/mack-cali-realty-CLI/","NYSE"
"Macquarie Infrastructure","MIC","https://ih.advfn.com/stock-market/NYSE/macquarie-infrastructure-MIC/","NYSE"
"Macys","M","https://ih.advfn.com/stock-market/NYSE/macys-M/","NYSE"
"Madeco","MAD","https://ih.advfn.com/stock-market/NYSE/madeco-MAD/","NYSE"
"Magellan Midstream","MGG","https://ih.advfn.com/stock-market/NYSE/magellan-midstream-MGG/","NYSE"
"Magellan Midstream","MMP","https://ih.advfn.com/stock-market/NYSE/magellan-midstream-partn-MMP/","NYSE"
"Magna","MGA","https://ih.advfn.com/stock-market/NYSE/magna-MGA/","NYSE"
"Maguire Properties","MPG","https://ih.advfn.com/stock-market/NYSE/metaldyne-performance-group-inc-MPG/","NYSE"
"Magyar Telekom","MTA","https://ih.advfn.com/stock-market/NYSE/magyar-telekom-MTA/","NYSE"
"Mahanagar","MTE","https://ih.advfn.com/stock-market/NYSE/mahanagar-MTE/","NYSE"
"Maidenform","MFB","https://ih.advfn.com/stock-market/NYSE/maidenform-MFB/","NYSE"
"Malaysia Fund","MF","https://ih.advfn.com/stock-market/NYSE/malaysia-fund-MF/","NYSE"
"Manitowoc","MTW","https://ih.advfn.com/stock-market/NYSE/manitowoc-MTW/","NYSE"
"Manpower","MAN","https://ih.advfn.com/stock-market/NYSE/manpowergroup-MAN/","NYSE"
"Manulife","MFC","https://ih.advfn.com/stock-market/NYSE/manulife-financial-MFC/","NYSE"
"Marathon Oil","MRO","https://ih.advfn.com/stock-market/NYSE/marathon-oil-MRO/","NYSE"
"Marcus","MCS","https://ih.advfn.com/stock-market/NYSE/marcus-MCS/","NYSE"
"Marine Products","MPX","https://ih.advfn.com/stock-market/NYSE/marine-products-MPX/","NYSE"
"Marinemax","HZO","https://ih.advfn.com/stock-market/NYSE/marinemax-HZO/","NYSE"
"Mariner Energy Inc.","ME","https://ih.advfn.com/stock-market/NYSE/mariner-energy-inc-ME/","NYSE"
"Markel","MKL","https://ih.advfn.com/stock-market/NYSE/markel-MKL/","NYSE"
"Markel Corp (holding Co)","MKV","https://ih.advfn.com/stock-market/NYSE/markel-corp-7-50-senior-debentures-due-8-22-2046-MKV/","NYSE"
"Markwest Energy Partners L.p.","MWE","https://ih.advfn.com/stock-market/NYSE/MWE/","NYSE"
"Marsh Mclennan","MMC","https://ih.advfn.com/stock-market/NYSE/marsh-and-mclennan-compa-MMC/","NYSE"
"Marshall & Ilsley","MI","https://ih.advfn.com/stock-market/NYSE/marshall-ilsley-MI/","NYSE"
"Martha Stewart","MSO","https://ih.advfn.com/stock-market/NYSE/martha-stewart-MSO/","NYSE"
"Martin Health","MD","https://ih.advfn.com/stock-market/NYSE/mednax-MD/","NYSE"
"Martin Marietta","MLM","https://ih.advfn.com/stock-market/NYSE/martin-marietta-materials-MLM/","NYSE"
"Marvel Enterprises","MVL","https://ih.advfn.com/stock-market/NYSE/marvel-enterprises-MVL/","NYSE"
"Masco","MAS","https://ih.advfn.com/stock-market/NYSE/masco-MAS/","NYSE"
"Massey","MEE","https://ih.advfn.com/stock-market/NYSE/massey-MEE/","NYSE"
"Massmutual","MCI","https://ih.advfn.com/stock-market/NYSE/barings-corporate-invest-MCI/","NYSE"
"Massmutual","MPV","https://ih.advfn.com/stock-market/NYSE/barings-participation-in-MPV/","NYSE"
"Mastec","MTZ","https://ih.advfn.com/stock-market/NYSE/mastec-MTZ/","NYSE"
"Mastercard","MA","https://ih.advfn.com/stock-market/NYSE/mastercard-MA/","NYSE"
"Material Sciences","MSC","https://ih.advfn.com/stock-market/NYSE/studio-city-MSC/","NYSE"
"Maui Land Pineapple Co. Inc.","MLP","https://ih.advfn.com/stock-market/NYSE/maui-land-and-pineapple-MLP/","NYSE"
"Maximus","MMS","https://ih.advfn.com/stock-market/NYSE/maximus-MMS/","NYSE"
"Mbia","MBI","https://ih.advfn.com/stock-market/NYSE/mbia-MBI/","NYSE"
"Mcafee","MFE","https://ih.advfn.com/stock-market/NYSE/mcafee-MFE/","NYSE"
"Mccormick","MKC","https://ih.advfn.com/stock-market/NYSE/mccormick-MKC/","NYSE"
"Mccormick","MKC.V","https://ih.advfn.com/stock-market/NYSE/mccormick-MKC.V/","NYSE"
"Mcdermott","MDR","https://ih.advfn.com/stock-market/NYSE/mcdermott-MDR/","NYSE"
"Mcdonalds","MCD","https://ih.advfn.com/stock-market/NYSE/mcdonalds-MCD/","NYSE"
"Mcgraw Hill","MHP","https://ih.advfn.com/stock-market/NYSE/mcgraw-hill-MHP/","NYSE"
"Mckesson","MCK","https://ih.advfn.com/stock-market/NYSE/mckesson-MCK/","NYSE"
"Mcmoran","MMR","https://ih.advfn.com/stock-market/NYSE/mcmoran-MMR/","NYSE"
"Mds","MDZ","https://ih.advfn.com/stock-market/NYSE/mds-MDZ/","NYSE"
"Meadwestvaco","MWV","https://ih.advfn.com/stock-market/NYSE/meadwestvaco-MWV/","NYSE"
"Mechel Oao","MTL","https://ih.advfn.com/stock-market/NYSE/mechel-pao-MTL/","NYSE"
"Medco","MHS","https://ih.advfn.com/stock-market/NYSE/medco-MHS/","NYSE"
"Media General","MEG","https://ih.advfn.com/stock-market/NYSE/montrose-environmental-MEG/","NYSE"
"Medical Properties","MPW","https://ih.advfn.com/stock-market/NYSE/medical-properties-MPW/","NYSE"
"Medicis","MRX","https://ih.advfn.com/stock-market/NYSE/medicis-MRX/","NYSE"
"Medifast","MED","https://ih.advfn.com/stock-market/NYSE/medifast-MED/","NYSE"
"Medtronic","MDT","https://ih.advfn.com/stock-market/NYSE/medtronic-MDT/","NYSE"
"Meerrill Lynch","EFS","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-co-stars-linked-to-ishares-msci-eafe-index-fund-EFS/","NYSE"
"Meerrill Lynch","SXF","https://ih.advfn.com/stock-market/NYSE/meerrill-lynch-SXF/","NYSE"
"Memc Electronic","WFR","https://ih.advfn.com/stock-market/NYSE/memc-electronic-WFR/","NYSE"
"Mens Wearhouse","MW","https://ih.advfn.com/stock-market/NYSE/mens-wearhouse-MW/","NYSE"
"Mentor","MNT","https://ih.advfn.com/stock-market/NYSE/mentor-MNT/","NYSE"
"Mer Msci Eafe Arns","MWL","https://ih.advfn.com/stock-market/NYSE/mer-msci-eafe-arns-MWL/","NYSE"
"Merck","MRK","https://ih.advfn.com/stock-market/NYSE/merck-MRK/","NYSE"
"Mercury General","MCY","https://ih.advfn.com/stock-market/NYSE/mercury-general-MCY/","NYSE"
"Meredith","MDP","https://ih.advfn.com/stock-market/NYSE/meredith-MDP/","NYSE"
"Meridian","TMR","https://ih.advfn.com/stock-market/NYSE/meridian-TMR/","NYSE"
"Meritage Homes","MTH","https://ih.advfn.com/stock-market/NYSE/meritage-homes-MTH/","NYSE"
"Merrill Cat Strides","STF","https://ih.advfn.com/stock-market/NYSE/merrill-cat-strides-STF/","NYSE"
"Merrill Djia Arns","DMY","https://ih.advfn.com/stock-market/NYSE/merrill-djia-arns-DMY/","NYSE"
"Merrill Lynch","AQS","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-AQS/","NYSE"
"Merrill Lynch","SOM","https://ih.advfn.com/stock-market/NYSE/cap-lev-indx-ret-s-p-500-SOM/","NYSE"
"Merrill Lynch","SJO","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-SJO/","NYSE"
"Merrill Lynch","RXY","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-RXY/","NYSE"
"Merrill Lynch","AXT","https://ih.advfn.com/stock-market/NYSE/amer-muni-term-trust-AXT/","NYSE"
"Merrill Lynch","BYG","https://ih.advfn.com/stock-market/NYSE/ml-bear-mkt-strat-acc-spretail-BYG/","NYSE"
"Merrill Lynch","CUL","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-CUL/","NYSE"
"Merrill Lynch","DEV","https://ih.advfn.com/stock-market/NYSE/djia-stars-DEV/","NYSE"
"Merrill Lynch","SAR","https://ih.advfn.com/stock-market/NYSE/saratoga-investment-SAR/","NYSE"
"Merrill Lynch","SQD","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-SQD/","NYSE"
"Merrill Lynch","BSB","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-BSB/","NYSE"
"Merrill Lynch Acc Nt","MAO","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-acc-nt-MAO/","NYSE"
"Merrill Lynch Djia","DGK","https://ih.advfn.com/stock-market/NYSE/djia-average-stars-DGK/","NYSE"
"Merrill Lynch Hd Str","HRO","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-hd-str-HRO/","NYSE"
"Merrill Lynch Sp500","NMQ","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-sp500-NMQ/","NYSE"
"Merrill Lynch Step","AXD","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-step-AXD/","NYSE"
"Merrill Lynch Stride","BXT","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-stride-BXT/","NYSE"
"Merrill Lynch Struct","MVI","https://ih.advfn.com/stock-market/NYSE/merrill-lynch-structured-product-strategic-return-notes-linked-to-the-value-30-index-MVI/","NYSE"
"Merrill Sp500 Stars","SIT","https://ih.advfn.com/stock-market/NYSE/merrill-s-p500-stars-SIT/","NYSE"
"Merrill Xom Strides","MIX","https://ih.advfn.com/stock-market/NYSE/merrill-xom-strides-MIX/","NYSE"
"Mesa Royalty","MTR","https://ih.advfn.com/stock-market/NYSE/mesa-royalty-MTR/","NYSE"
"Mesabi Trust Ctf Bi","MSB","https://ih.advfn.com/stock-market/NYSE/mesabi-MSB/","NYSE"
"Met Pro","MPR","https://ih.advfn.com/stock-market/NYSE/met-pro-MPR/","NYSE"
"Metavante Tech","MV","https://ih.advfn.com/stock-market/NYSE/metavante-hlds-MV/","NYSE"
"Methode Electronics Inc.","MEI","https://ih.advfn.com/stock-market/NYSE/methode-electronics-MEI/","NYSE"
"Metlife","MET","https://ih.advfn.com/stock-market/NYSE/metlife-MET/","NYSE"
"Metlife 5.875 Sr Nt","MLG","https://ih.advfn.com/stock-market/NYSE/metlife-5-875-sr-nt-MLG/","NYSE"
"Metlife Unit","MEU","https://ih.advfn.com/stock-market/NYSE/metlife-unit-MEU/","NYSE"
"Metrogas","MGS","https://ih.advfn.com/stock-market/NYSE/metrogas-MGS/","NYSE"
"Mettler Toledo","MTD","https://ih.advfn.com/stock-market/NYSE/mettler-toledo-MTD/","NYSE"
"Mfa Mortgage","MFA","https://ih.advfn.com/stock-market/NYSE/mfa-financial-MFA/","NYSE"
"Mgic Investments","MTG","https://ih.advfn.com/stock-market/NYSE/mgic-investment-MTG/","NYSE"
"Mi Developments","MIM","https://ih.advfn.com/stock-market/NYSE/mi-developments-MIM/","NYSE"
"Mid America Apartment","MAA","https://ih.advfn.com/stock-market/NYSE/mid-america-apartment-co-MAA/","NYSE"
"Midas","MDS","https://ih.advfn.com/stock-market/NYSE/midas-MDS/","NYSE"
"Midway Games","MWY","https://ih.advfn.com/stock-market/NYSE/midway-games-MWY/","NYSE"
"Miller Industries","MLR","https://ih.advfn.com/stock-market/NYSE/miller-industries-MLR/","NYSE"
"Millipore","MIL","https://ih.advfn.com/stock-market/NYSE/mfc-industrial-MIL/","NYSE"
"Mindray Medical International Ltd","MR","https://ih.advfn.com/stock-market/NYSE/montage-resources-MR/","NYSE"
"Mine Safety Appl","MSA","https://ih.advfn.com/stock-market/NYSE/msa-safety-MSA/","NYSE"
"Mineral","MTX","https://ih.advfn.com/stock-market/NYSE/minerals-technologies-MTX/","NYSE"
"Mirant","MIR","https://ih.advfn.com/stock-market/NYSE/mirant-MIR/","NYSE"
"Miss Power Sr Nt Ser E","MPJ","https://ih.advfn.com/stock-market/NYSE/miss-power-sr-nt-ser-e-MPJ/","NYSE"
"Mittal Steel","MT","https://ih.advfn.com/stock-market/NYSE/arcelor-mittal-MT/","NYSE"
"Mizuho Financial Grp.","MFG","https://ih.advfn.com/stock-market/NYSE/mizuho-financial-MFG/","NYSE"
"Ml 50/150 Nikkei 225","NKW","https://ih.advfn.com/stock-market/NYSE/ml-50-150-nikkei-225-NKW/","NYSE"
"Ml Acc Rtn Nts Phlx","GZV","https://ih.advfn.com/stock-market/NYSE/ml-acc-rtn-nts-phlx-GZV/","NYSE"
"Ml Bm Russell 3000","BJW","https://ih.advfn.com/stock-market/NYSE/ml-bm-russell-3000-BJW/","NYSE"
"Ml Br Mkt St Acc Red","SMM","https://ih.advfn.com/stock-market/NYSE/salient-midstream-and-mlp-SMM/","NYSE"
"Ml Dep 8 Afc","PKM","https://ih.advfn.com/stock-market/NYSE/ml-dep-8-afc-PKM/","NYSE"
"Ml Dep 8 Qws","PJA","https://ih.advfn.com/stock-market/NYSE/ml-dep-8-qws-PJA/","NYSE"
